id,subject_id,code,name,emoji,level,units,desc,prereqs,antireqs
2076,63,662,Advanced Studies in Canadian Arctic Security,,6,3.00,"The Canadian Arctic is an emerging area of concern due to changes scarcely imaginable even a few years ago. Examines the nature of some of these changes – e.g. climate change and the northern seas’ dramatically changing ice conditions, growing recognition of the region’s resource wealth, and evolving international relations in the circumpolar region – and what they mean for Canadian Arctic Security.",,
2077,63,663,Wars – Causes and Aftermaths,,6,3.00,An examination of the complexity and experience of conflict and war as well as the broader institutions that govern post-conflict recovery and transition in the twentieth and twenty-first centuries. Special attention will be paid to the methodological complexities of studying violence.,,
2078,63,751,Reading Seminar,,7,3.00,,Consent of the Graduate Co-ordinator.,Consent of the Graduate Co-ordinator.
2079,63,753,Research Seminar,,7,3.00,,Consent of the Graduate Co-ordinator.,Consent of the Graduate Co-ordinator.
2080,64,201,National Language I,,2,3.00,Instruction in the Language (or one of the languages) of the country of residence as part of a Term Abroad Program.,,
2081,64,203,National Language II,,2,3.00,A continuation of Term Abroad Program 201.,Term Abroad Program 201 or consent of the Faculty of Arts.,Term Abroad Program 201 or consent of the Faculty of Arts.
2082,64,301,National Language Intermediate I,,3,3.00,A continuation of Term Abroad Program 203.,Term Abroad Program 203 or consent of the Faculty of Arts.,Term Abroad Program 203 or consent of the Faculty of Arts.
2083,64,303,National Language Intermediate II,,3,3.00,A continuation of Term Abroad Program 301.,Term Abroad Program 301 or consent of the Faculty of Arts.,Term Abroad Program 301 or consent of the Faculty of Arts.
2084,65,253,Introduction to Cities,,2,3.00,"A broad introductory survey, from diverse perspectives, of the processes that shape cities and urban life.",,
2085,65,311,The Gendered City,,3,3.00,"Introduction to urban gender issues from historical and spatial perspectives. Issues such as the gendering of urban design and planning, daily urban activities, urban labour markets, urban politics, gentrification, suburbanization, and identity construction in urban places are addressed.",Urban Studies 253 or Geography 253.,Urban Studies 253 or Geography 253.
2086,65,313,The City in Film,,3,3.00,"Introduction to the representation of cities in film. Theoretical understandings of urban processes are linked to urban experiences as portrayed in urban film. Topics may include changing urban form, suburbanization, economic restructuring, racial conflict, community formation, urban politics, and more. May focus on particular cities around the world.","3 units from Urban Studies 253, Geography 253, Anthropology 379 or Sociology 353.","3 units from Urban Studies 253, Geography 253, Anthropology 379 or Sociology 353."
2087,65,451,Planning in the Canadian City,,4,3.00,"Introduction to Canadian urban planning theory and practice. Focuses on the history of planning, and aspects of practice such as neighbourhood planning, historic preservation, urban design and long-range planning.",Urban Studies 253.,Urban Studies 253.
2088,65,461,The Transit City,,4,3.00,"An exploration of the relationships among public transit, urban form, and land use planning and policy in the context of challenges such as climate change, energy shortages, widespread urbanization and traffic congestion.","3 units from Geography 341, 351, 452 or 454.","3 units from Geography 341, 351, 452 or 454."
2089,65,494,Sustainable Cities I,,4,3.00,"Field exploration of cities on the cutting edge of urban sustainability and smart innovation. Historical urban development and economic, cultural, political and regional processes are addressed, laying the groundwork for understanding how innovation in sustainability and smart planning are achieved. Resources, housing, food security, transportation, energy, and governance issues are considered.",Consent of the Department.,Consent of the Department.
2090,65,495,Sustainable Cities II,,4,3.00,"Further field exploration of cities on the cutting edge of sustainability and smart innovation, building from Urban Studies 494. Economic, political, and cultural aspects of sustainability and smart innovation are considered, focusing on urban form, mobility systems, social geography, and political processes. Theoretical and practical links between urban, municipal, and national policies, and global sustainability discourses are made.",Consent of the Department.,Consent of the Department.
2091,65,501,Research in Selected Topics,,5,3.00,An examination of selected topics in Urban Studies in a lecture format.,Consent of the Department.,Consent of the Department.
2092,65,505,Advanced Topics in Urban Studies,,5,3.00,An examination of selected topics in Urban Studies in a seminar format.,Admission to Urban Studies major or minor and completion of 75 units.,Admission to Urban Studies major or minor and completion of 75 units.
2093,65,553,Seminar in Urban Theory,,5,3.00,"Overview of contemporary themes in urban theory such as modernity and postmodernity, political economy, production of social difference, public and private space, globalization, inequality, and urban sustainability. Topics may vary depending on developments in the field and student interests.",Consent of the Department.,Consent of the Department.
2094,65,591,Capstone in Urban Studies,,5,3.00,Capstone course applying the broad interdisciplinary training of the Urban Studies Program to selected problems in urban studies.  Collaborative research and analysis is stressed.,90 units and admission to the Urban Studies Major or Minor.,90 units and admission to the Urban Studies Major or Minor.
2095,65,596,Directed Independent Study,,5,3.00,Advanced study of a particular topic under the direct supervision of a faculty member.,Consent of the Department.,Consent of the Department.
2096,66,300,Challenges of Intersectionality in Mental Wellbeing,,3,3.00,"Evaluation of cultural, structural, systemic, and/or socioeconomic issues related to positive mental health and wellbeing in today’s society, through an intersectional lens that may include an analysis of ethnicity, culture, race, socioeconomic status, age, ability/disability, gender, sexuality, and other factors. Focus on developing students’ abilities to foster mental wellbeing in others.",Psychology 203 and admission to the Embedded Certificate in Mental Health and Wellbeing.,Psychology 203 and admission to the Embedded Certificate in Mental Health and Wellbeing.
2097,66,400,Capstone in Mental Wellbeing,,4,3.00,"Reflection and integration of experiential learning to engage in applied problem solving. Focus on helping students to become agents of change, fostering mental wellbeing in the community.",Wellbeing 300 and completion of 75 units.,Wellbeing 300 and completion of 75 units.
2098,67,600,Introduction to Community Health Sciences,,6,3.00,An introduction to the Department as well as a general orientation to the education and research programs in Community Health.,Admission to the Community Health Sciences or Public Health and Preventative Medicine program or  Mathematics and Statistics graduate program (Biostatistics specialization) or consent of the Community Health Sciences graduate program.,Admission to the Community Health Sciences or Public Health and Preventative Medicine program or  Mathematics and Statistics graduate program (Biostatistics specialization) or consent of the Community Health Sciences graduate program.
